,link_ping
30401,74
30402,54
30403,2556
30404,61
30405,56
30406,401
30407,190
30408,41
30409,78
30410,56
30411,58
30412,48
30413,2556
30414,57
30415,5000
30416,72
30417,71
30418,43
30419,51
30420,55
30421,57
30422,51
30423,1757
30424,73
30425,53
30426,68
30427,54
30428,5000
30429,72
30430,65
30431,64
30432,62
30433,2556
30434,109
30435,70
30436,75
30437,58
30438,5000
30439,75
30440,63
30441,69
30442,74
30443,69
30444,80
30445,64
30446,74
30447,68
30448,387
30449,48
30450,59
30451,63
30452,72
30453,48
30454,121
30455,53
30456,76
30457,63
30458,2556
30459,83
30460,123
30461,141
30462,60
30463,933
30464,51
30465,45
30466,57
30467,71
30468,2556
30469,86
30470,114
30471,72
30472,56
30473,2556
30474,95
30475,72
30476,74
30477,49
30478,2556
30479,75
30480,80
30481,75
30482,59
30483,613
30484,80
30485,62
30486,47
30487,49
30488,2556
30489,86
30490,81
30491,66
30492,58
30493,1821
30494,59
30495,75
30496,114
30497,97
30498,2556
30499,68
30500,42
30501,75
30502,60
30503,2556
30504,95
30505,61
30506,80
30507,60
30508,669
30509,97
30510,67
30511,113
30512,55
30513,42
30514,114
30515,47
30516,80
30517,57
30518,72
30519,98
30520,58
30521,79
30522,58
30523,2556
30524,109
30525,90
30526,75
30527,61
30528,5000
30529,66
30530,51
30531,92
30532,82
30533,3209
30534,63
30535,43
30536,58
30537,83
30538,1102
30539,70
30540,57
30541,60
30542,72
30543,2556
30544,78
30545,70
30546,89
30547,59
30548,364
30549,69
30550,59
30551,82
30552,57
30553,2556
30554,142
30555,73
30556,64
30557,56
30558,2556
30559,72
30560,101
30561,97
30562,260
30563,721
30564,53
30565,50
30566,60
30567,77
30568,2884
30569,39
30570,94
30571,553
30572,51
30573,47
30574,83
30575,53
30576,5000
30577,45
30578,63
30579,47
30580,89
30581,2058
30582,51
30583,59
30584,64
30585,147
30586,2556
30587,96
30588,62
30589,70
30590,56
30591,68
30592,131
30593,76
30594,43
30595,1733
30596,2810
30597,52
30598,83
30599,50
30600,51
30601,279
30602,94
30603,61
30604,3651
30605,58
30606,44
30607,86
30608,127
30609,2556
30610,52
30611,5000
30612,63
30613,69
30614,156
30615,54
30616,110
30617,5000
30618,72
30619,66
30620,68
30621,66
30622,43
30623,134
30624,45
30625,5000
30626,57
30627,5000
30628,64
30629,64
30630,63
30631,51
30632,1786
30633,107
30634,77
30635,72
30636,66
30637,2556
30638,109
30639,55
30640,73
30641,58
30642,2556
30643,99
30644,60
30645,76
30646,60
30647,2069
30648,56
30649,46
30650,68
30651,60
30652,2556
30653,95
30654,115
30655,77
30656,61
30657,2556
30658,105
30659,68
30660,73
30661,55
30662,2556
30663,183
30664,59
30665,68
30666,57
30667,154
30668,72
30669,49
30670,3716
30671,62
30672,2556
30673,69
30674,44
30675,67
30676,1875
30677,40
30678,48
30679,59
30680,48
30681,94
30682,2556
30683,77
30684,87
30685,52
30686,2556
30687,88
30688,84
30689,72
30690,63
30691,2556
30692,134
30693,75
30694,68
30695,61
30696,2556
30697,85
30698,59
30699,74
30700,59
30701,62
30702,134
30703,41
30704,5000
30705,319
30706,3587
30707,53
30708,90
30709,45
30710,61
30711,346
30712,77
30713,67
30714,2281
30715,54
30716,59
30717,63
30718,46
30719,5000
30720,88
30721,80
30722,78
30723,46
30724,49
30725,88
30726,55
30727,58
30728,46
30729,2556
30730,158
30731,92
30732,80
30733,68
30734,2556
30735,131
30736,47
30737,66
30738,60
30739,708
30740,48
30741,59
30742,55
30743,96
30744,2556
30745,85
30746,63
30747,61
30748,63
30749,159
30750,51
30751,51
30752,55
30753,68
30754,2556
30755,98
30756,66
30757,71
30758,58
30759,2556
30760,84
30761,63
30762,61
30763,63
30764,2556
30765,110
30766,69
30767,156
30768,55
30769,2556
30770,62
30771,59
30772,72
30773,57
30774,50
30775,50
30776,79
30777,64
30778,39
30779,2368
30780,57
30781,56
30782,57
30783,69
30784,2556
30785,93
30786,66
30787,69
30788,60
30789,467
30790,72
30791,70
30792,119
30793,79
30794,2556
30795,95
30796,71
30797,66
30798,62
30799,659
30800,58
30801,57
30802,69
30803,88
30804,2556
30805,94
30806,57
30807,70
30808,56
30809,2556
30810,71
30811,81
30812,72
30813,57
30814,60
30815,100
30816,65
30817,64
30818,43
30819,2052
30820,54
30821,57
30822,63
30823,60
30824,62
30825,119
30826,68
30827,64
30828,69
30829,922
30830,109
30831,39
30832,53
30833,55
30834,49
30835,88
30836,55
30837,48
30838,46
30839,2556
30840,106
30841,106
30842,72
30843,54
30844,367
30845,58
30846,63
30847,44
30848,53
30849,2556
30850,96
30851,116
30852,79
30853,55
30854,50
30855,283
30856,41
30857,113
30858,56
30859,2556
30860,93
30861,71
30862,65
30863,56
30864,43
30865,47
30866,51
30867,110
30868,93
30869,631
30870,72
30871,55
30872,55
30873,72
30874,1172
30875,55
30876,46
30877,65
30878,45
30879,72
30880,106
30881,195
30882,2299
30883,51
30884,2556
30885,164
30886,56
30887,71
30888,60
30889,119
30890,111
30891,54
30892,67
30893,55
30894,41
30895,93
30896,52
30897,69
30898,57
30899,2556
30900,143
30901,71
30902,80
30903,57
30904,2556
30905,44
30906,5000
30907,77
30908,59
30909,39
30910,51
30911,54
30912,5000
30913,84
30914,2556
30915,67
30916,47
30917,57
30918,1875
30919,2556
30920,57
30921,5000
30922,80
30923,71
30924,2556
30925,91
30926,59
30927,77
30928,55
30929,2556
30930,94
30931,47
30932,70
30933,50
30934,2556
30935,102
30936,110
30937,73
30938,64
30939,802
30940,45
30941,50
30942,67
30943,87
30944,74
30945,58
30946,52
30947,68
30948,65
30949,2028
30950,94
30951,5000
30952,70
30953,46
30954,2556
30955,69
30956,77
30957,216
30958,209
30959,1786
30960,76
30961,67
30962,65
30963,55
30964,195
30965,64
30966,44
30967,51
30968,56
30969,247
30970,54
30971,55
30972,61
30973,55
30974,2556
30975,95
30976,51
30977,82
30978,65
30979,2556
30980,86
30981,48
30982,79
30983,49
30984,50
30985,96
30986,49
30987,70
30988,54
30989,2556
30990,107
30991,60
30992,72
30993,56
30994,1507
30995,53
30996,61
30997,54
30998,67
30999,214
31000,50
31001,60
31002,94
31003,74
31004,2556
31005,69
31006,79
31007,74
31008,63
31009,2556
31010,87
31011,140
31012,72
31013,61
31014,189
31015,60
31016,52
31017,47
31018,76
31019,42
31020,66
31021,72
31022,67
31023,62
31024,85
31025,77
31026,57
31027,5000
31028,62
31029,2556
31030,67
31031,62
31032,71
31033,60
31034,2556
31035,78
31036,63
31037,89
31038,59
31039,5000
31040,76
31041,90
31042,63
31043,52
31044,591
31045,51
31046,53
31047,60
31048,69
31049,801
31050,55
31051,50
31052,50
31053,71
31054,2556
31055,98
31056,49
31057,92
31058,64
31059,52
31060,79
31061,62
31062,86
31063,94
31064,1642
31065,56
31066,68
31067,68
31068,61
31069,2975
31070,54
31071,42
31072,59
31073,163
31074,117
31075,142
31076,53
31077,58
31078,61
31079,63
31080,51
31081,59
31082,71
31083,50
31084,75
31085,118
31086,54
31087,71
31088,54
31089,5000
31090,72
31091,64
31092,45
31093,56
31094,901
31095,50
31096,65
31097,67
31098,105
31099,40
31100,97
31101,58
31102,67
31103,66
31104,2556
31105,97
31106,83
31107,79
31108,60
31109,2556
31110,126
31111,94
31112,134
31113,60
31114,4930
31115,70
31116,50
31117,66
31118,74
31119,43
31120,134
31121,45
31122,5000
31123,113
31124,72
31125,68
31126,48
31127,68
31128,1738
31129,130
31130,54
31131,47
31132,66
31133,70
31134,151
31135,64
31136,57
31137,57
31138,73
31139,81
31140,91
31141,78
31142,72
31143,56
31144,65
31145,97
31146,70
31147,54
31148,54
31149,77
31150,102
31151,50
31152,59
31153,75
31154,467
31155,56
31156,74
31157,72
31158,121
31159,2556
31160,49
31161,51
31162,86
31163,53
31164,1861
31165,64
31166,102
31167,2556
31168,83
31169,67
31170,71
31171,60
31172,2556
31173,146
31174,61
31175,80
31176,60
31177,2556
31178,138
31179,79
31180,69
31181,56
31182,1477
31183,82
31184,37
31185,46
31186,139
31187,50
31188,45
31189,48
31190,60
31191,46
31192,39
31193,47
31194,59
31195,5000
31196,112
31197,53
31198,63
31199,52
31200,50
31201,46
31202,63
31203,51
31204,56
31205,53
31206,45
31207,468
31208,55
31209,56
31210,52
31211,57
31212,2556
31213,66
31214,55
31215,146
31216,42
31217,2556
31218,96
31219,94
31220,73
31221,60
31222,708
31223,48
31224,59
31225,67
31226,96
31227,1764
31228,53
31229,123
31230,73
31231,59
31232,2556
31233,99
31234,42
31235,117
31236,184
31237,217
31238,67
31239,60
31240,50
31241,73
31242,803
31243,77
31244,75
31245,3925
31246,68
31247,53
31248,91
31249,93
31250,55
31251,71
31252,57
31253,56
31254,123
31255,58
31256,115
31257,60
31258,2825
31259,63
31260,46
31261,83
31262,83
31263,364
31264,63
31265,52
31266,68
31267,46
31268,51
31269,90
31270,61
31271,62
31272,64
31273,2556
31274,61
31275,60
31276,67
31277,53
31278,60
31279,50
31280,59
31281,78
31282,69
31283,553
31284,51
31285,47
31286,46
31287,53
31288,50
31289,71
31290,62
31291,57
31292,678
31293,2556
31294,69
31295,128
31296,83
31297,61
31298,2556
31299,85
31300,55
31301,70
31302,60
31303,44
31304,68
31305,103
31306,67
31307,82
31308,180
31309,49
31310,81
31311,82
31312,53
31313,710
31314,55
31315,66
31316,59
31317,63
31318,213
31319,53
31320,48
31321,53
31322,73
31323,89
31324,61
31325,58
31326,67
31327,60
31328,72
31329,42
31330,65
31331,58
31332,48
31333,950
31334,52
31335,57
31336,58
31337,61
31338,5000
31339,41
31340,51
31341,69
31342,70
31343,2556
31344,70
31345,77
31346,66
31347,56
31348,688
31349,61
31350,62
31351,42
31352,74
31353,85
31354,77
31355,57
31356,5000
31357,62
31358,2556
31359,96
31360,72
31361,73
31362,60
31363,2556
31364,65
31365,51
31366,87
31367,60
31368,2556
31369,68
31370,53
31371,123
31372,75
31373,2556
31374,90
31375,91
31376,68
31377,59
31378,2556
31379,83
31380,79
31381,69
31382,56
31383,2556
31384,117
31385,63
31386,89
31387,68
31388,2556
31389,153
31390,64
31391,84
31392,61
31393,2556
31394,107
31395,61
31396,72
31397,52
31398,49
31399,50
31400,54
31401,61
31402,468
31403,5000
31404,46
31405,52
31406,65
31407,63
31408,982
31409,112
31410,51
31411,60
31412,93
31413,2556
31414,86
31415,81
31416,66
31417,58
31418,54
31419,99
31420,47
31421,80
31422,59
31423,2556
31424,70
31425,77
31426,66
31427,56
31428,1331
31429,60
31430,83
31431,63
31432,67
31433,690
31434,81
31435,59
31436,57
31437,2556
31438,50
31439,51
31440,83
31441,47
31442,101
31443,87
31444,51
31445,80
31446,56
31447,101
31448,134
31449,41
31450,5000
31451,96
31452,2556
31453,108
31454,59
31455,76
31456,54
31457,2556
31458,79
31459,60
31460,83
31461,60
31462,52
31463,79
31464,62
31465,86
31466,59
31467,2556
31468,130
31469,69
31470,68
31471,59
31472,1808
31473,66
31474,44
31475,49
31476,59
31477,64
31478,111
31479,59
31480,46
31481,48
31482,1217
31483,56
31484,70
31485,66
31486,87
31487,796
31488,54
31489,49
31490,105
31491,2556
31492,108
31493,160
31494,52
31495,2556
31496,91
31497,69
31498,71
31499,55
31500,2556
31501,68
31502,5000
31503,75
31504,70
31505,2556
31506,102
31507,80
31508,78
31509,55
31510,84
31511,47
31512,89
31513,58
31514,61
31515,2556
31516,115
31517,71
31518,72
31519,56
31520,374
31521,49
31522,56
31523,51
31524,125
31525,522
31526,95
31527,67
31528,118
31529,56
31530,42
31531,56
31532,66
31533,55
31534,95
31535,3703
31536,66
31537,49
31538,64
31539,60
31540,60
31541,122
31542,57
31543,67
31544,60
31545,43
31546,93
31547,39
31548,5000
31549,56
31550,2556
31551,84
31552,72
31553,72
31554,51
31555,3589
31556,96
31557,5000
31558,75
31559,56
31560,1033
31561,65
31562,58
31563,51
31564,63
31565,46
31566,85
31567,40
31568,5000
31569,57
31570,2556
31571,93
31572,57
31573,75
31574,57
31575,5000
31576,55
31577,53
31578,53
31579,61
31580,2556
31581,74
31582,65
31583,66
31584,60
31585,183
31586,63
31587,54
31588,52
31589,84
31590,2556
31591,72
31592,44
31593,72
31594,61
31595,189
31596,96
31597,5000
31598,75
31599,56
31600,63
31601,96
31602,49
31603,76
31604,52
31605,5000
31606,85
31607,52
31608,52
31609,78
31610,1356
31611,70
31612,66
31613,72
31614,68
31615,2556
31616,98
31617,87
31618,78
31619,59
31620,50
31621,45
31622,54
31623,54
31624,46
31625,2884
31626,39
31627,94
31628,2556
31629,156
31630,72
31631,72
31632,63
31633,2556
31634,103
31635,69
31636,70
31637,60
31638,2556
31639,76
31640,61
31641,69
31642,54
31643,87
31644,68
31645,54
31646,54
31647,46
31648,1318
31649,114
31650,62
31651,79
31652,47
31653,227
31654,68
31655,66
31656,37
31657,133
31658,2556
31659,83
31660,68
31661,69
31662,97
31663,2556
31664,106
31665,70
31666,74
31667,57
31668,41
31669,76
31670,75
31671,55
31672,62
31673,2556
31674,139
31675,57
31676,70
31677,64
31678,2556
31679,84
31680,66
31681,66
31682,64
31683,439
31684,55
31685,51
31686,52
31687,77
31688,2556
31689,86
31690,81
31691,78
31692,83
31693,2085
31694,97
31695,5000
31696,71
31697,50
31698,2556
31699,100
31700,74
31701,67
31702,63
31703,2556
31704,72
31705,60
31706,77
31707,57
31708,2556
31709,92
31710,82
31711,77
31712,55
31713,2556
31714,73
31715,70
31716,70
31717,53
31718,2556
31719,102
31720,64
31721,79
31722,55
31723,139
31724,63
31725,63
31726,54
31727,63
31728,2556
31729,106
31730,63
31731,65
31732,54
31733,51
31734,49
31735,48
31736,76
31737,59
31738,2556
31739,95
31740,74
31741,69
31742,57
31743,2556
31744,93
31745,62
31746,69
31747,60
31748,2179
31749,49
31750,56
31751,45
31752,73
31753,2556
31754,75
31755,90
31756,70
31757,62
31758,2556
31759,93
31760,61
31761,74
31762,389
31763,80
31764,64
31765,52
31766,71
31767,65
31768,211
31769,85
31770,5000
31771,73
31772,53
31773,51
31774,68
31775,61
31776,53
31777,65
31778,3844
31779,86
31780,55
31781,153
31782,54
31783,5000
31784,64
31785,49
31786,53
31787,61
31788,2556
31789,91
31790,57
31791,71
31792,59
31793,506
31794,90
31795,50
31796,3403
31797,61
31798,64
31799,36
31800,53
31801,56
31802,68
31803,98
31804,586
31805,39
31806,51
31807,50
31808,53
31809,61
31810,39
31811,2556
31812,102
31813,55
31814,74
31815,57
31816,5000
31817,65
31818,51
31819,39
31820,70
31821,3375
31822,67
31823,55
31824,52
31825,63
31826,2556
31827,146
31828,83
31829,73
31830,64
31831,59
31832,50
31833,60
31834,71
31835,55
31836,44
31837,50
31838,59
31839,78
31840,76
31841,2556
31842,106
31843,64
31844,67
31845,61
31846,2556
31847,73
31848,113
31849,72
31850,63
31851,46
31852,49
31853,54
31854,65
31855,54
31856,2556
31857,62
31858,51
31859,57
31860,355
31861,2810
31862,50
31863,71
31864,55
31865,81
31866,128
31867,48
31868,69
31869,73
31870,49
31871,2556
31872,70
31873,66
31874,78
31875,53
31876,75
31877,82
31878,39
31879,85
31880,54
31881,2556
31882,96
31883,87
31884,72
31885,54
31886,187
31887,68
31888,50
31889,56
31890,105
31891,2556
31892,108
31893,69
31894,66
31895,55
31896,2556
31897,82
31898,282
31899,67
31900,61
31901,5000
31902,68
31903,63
31904,95
31905,53
31906,63
31907,122
31908,78
31909,76
31910,49
31911,2556
31912,116
31913,62
31914,88
31915,57
31916,2556
31917,74
31918,5000
31919,70
31920,72
31921,73
31922,94
31923,58
31924,82
31925,62
31926,263
31927,48
31928,62
31929,52
31930,69
31931,80
31932,108
31933,61
31934,71
31935,57
31936,2556
31937,67
31938,55
31939,86
31940,64
31941,5000
31942,72
31943,39
31944,46
31945,73
31946,3359
31947,61
31948,42
31949,58
31950,98
31951,2556
31952,114
31953,61
31954,138
31955,60
31956,161
31957,66
31958,59
31959,73
31960,51
31961,2556
31962,92
31963,106
31964,67
31965,53
31966,2556
31967,70
31968,74
31969,71
31970,55
31971,3529
31972,59
31973,56
31974,51
31975,67
31976,2556
31977,120
31978,79
31979,73
31980,60
31981,5000
31982,70
31983,62
31984,53
31985,72
31986,156
31987,67
31988,80
31989,2556
31990,88
31991,124
31992,75
31993,60
31994,2556
31995,80
31996,5000
31997,73
31998,83
31999,64
32000,46
32001,52
32002,58
32003,49
32004,4173
32005,57
32006,56
32007,2556
