,link_ping
37858,60
37859,58
37860,2556
37861,46
37862,99
37863,96
37864,42
37865,60
37866,100
37867,65
37868,67
37869,45
37870,44
37871,61
37872,40
37873,5000
37874,56
37875,67
37876,55
37877,56
37878,64
37879,58
37880,43
37881,53
37882,59
37883,76
37884,55
37885,62
37886,58
37887,39
37888,91
37889,74
37890,2556
37891,74
37892,45
37893,65
37894,75
37895,38
37896,66
37897,132
37898,57
37899,72
37900,1136
37901,5000
37902,1878
37903,58
37904,44
37905,48
37906,48
37907,54
37908,63
37909,161
37910,96
37911,46
37912,72
37913,56
37914,64
37915,57
37916,47
37917,61
37918,56
37919,50
37920,48
37921,3758
37922,65
37923,76
37924,2556
37925,65
37926,48
37927,61
37928,103
37929,63
37930,58
37931,53
37932,57
37933,41
37934,149
37935,60
37936,56
37937,64
37938,58
37939,5000
37940,59
37941,71
37942,80
37943,51
37944,55
37945,49
37946,48
37947,60
37948,54
37949,42
37950,49
37951,79
37952,67
37953,55
37954,2556
37955,75
37956,112
37957,81
37958,54
37959,2556
37960,59
37961,44
37962,92
37963,39
37964,65
37965,65
37966,42
37967,61
37968,72
37969,2556
37970,3271
37971,5000
37972,5000
37973,5000
37974,50
37975,56
37976,56
37977,64
37978,54
37979,41
37980,50
37981,54
37982,48
37983,47
37984,44
37985,62
37986,61
37987,63
37988,75
37989,2556
37990,63
37991,50
37992,101
37993,195
37994,5000
37995,72
37996,50
37997,82
37998,52
37999,39
38000,49
38001,112
38002,73
38003,57
38004,5000
38005,57
38006,64
38007,81
38008,59
38009,44
38010,48
38011,150
38012,57
38013,71
38014,2556
38015,70
38016,46
38017,58
38018,81
38019,114
38020,55
38021,57
38022,146
38023,89
38024,43
38025,46
38026,63
38027,55
38028,40
38029,50
38030,99
38031,79
38032,59
38033,61
38034,73
38035,51
38036,49
38037,69
38038,53
38039,32
38040,67
38041,114
38042,77
38043,56
38044,2556
38045,3645
38046,5000
38047,5000
38048,5000
38049,48
38050,48
38051,46
38052,51
38053,54
38054,2556
38055,62
38056,53
38057,106
38058,80
38059,2556
38060,52
38061,46
38062,101
38063,43
38064,41
38065,61
38066,56
38067,51
38068,46
38069,39
38070,54
38071,202
38072,81
38073,85
38074,2556
38075,61
38076,46
38077,55
38078,94
38079,41
38080,49
38081,54
38082,59
38083,43
38084,40
38085,58
38086,261
38087,161
38088,95
38089,50
38090,62
38091,74
38092,93
38093,70
38094,2556
38095,64
38096,71
38097,59
38098,75
38099,73
38100,55
38101,45
38102,58
38103,53
38104,4171
38105,53
38106,103
38107,60
38108,53
38109,2556
38110,2677
38111,5000
38112,5000
38113,41
38114,60
38115,65
38116,93
38117,69
38118,2556
38119,70
38120,50
38121,289
38122,56
38123,5000
38124,93
38125,59
38126,57
38127,71
38128,41
38129,52
38130,113
38131,64
38132,82
38133,58
38134,49
38135,88
38136,54
38137,222
38138,61
38139,52
38140,51
38141,69
38142,58
38143,5000
38144,54
38145,53
38146,88
38147,53
38148,5000
38149,57
38150,50
38151,81
38152,52
38153,90
38154,68
38155,47
38156,60
38157,58
38158,44
38159,85
38160,40
38161,5000
38162,148
38163,2556
38164,60
38165,44
38166,58
38167,82
38168,2028
38169,94
38170,5000
38171,70
38172,46
38173,2556
38174,67
38175,82
38176,1984
38177,100
38178,90
38179,52
38180,53
38181,71
38182,60
38183,2556
38184,63
38185,52
38186,96
38187,96
38188,47
38189,49
38190,62
38191,83
38192,236
38193,2556
38194,63
38195,47
38196,59
38197,96
38198,39
38199,75
38200,119
38201,55
38202,84
38203,49
38204,50
38205,52
38206,48
38207,56
38208,2556
38209,65
38210,64
38211,107
38212,97
38213,45
38214,54
38215,52
38216,47
38217,43
38218,2556
38219,66
38220,52
38221,116
38222,42
38223,66
38224,55
38225,87
38226,132
38227,4246
38228,57
38229,60
38230,67
38231,77
38232,2556
38233,68
38234,48
38235,201
38236,173
38237,41
38238,47
38239,52
38240,70
38241,49
38242,48
38243,64
38244,65
38245,5000
38246,148
38247,147
38248,52
38249,48
38250,260
38251,70
38252,90
38253,52
38254,53
38255,60
38256,60
38257,2196
38258,120
38259,5000
38260,79
38261,46
38262,2556
38263,86
38264,77
38265,79
38266,58
38267,2556
38268,129
38269,70
38270,72
38271,420
38272,38
38273,70
38274,50
38275,60
38276,521
38277,5000
38278,4097
38279,5000
38280,2298
38281,1634
38282,1993
38283,80
38284,39
38285,33
38286,59
38287,2556
38288,50
38289,46
38290,756
38291,38
38292,5000
38293,59
38294,64
38295,80
38296,59
38297,2556
38298,103
38299,65
38300,68
38301,59
38302,2556
38303,63
38304,44
38305,59
38306,96
38307,50
38308,60
38309,54
38310,60
38311,56
38312,2556
38313,62
38314,45
38315,56
38316,86
38317,5000
38318,5000
38319,5000
38320,5000
38321,5000
38322,85
38323,48
38324,45
38325,50
38326,61
38327,2556
38328,83
38329,5000
38330,94
38331,77
38332,2556
38333,59
38334,46
38335,92
38336,46
38337,2556
38338,48
38339,5000
38340,69
38341,69
38342,44
38343,62
38344,74
38345,76
38346,88
38347,56
38348,48
38349,51
38350,68
38351,41
38352,44
38353,210
38354,44
38355,1924
38356,55
38357,41
38358,53
38359,311
38360,66
38361,62
38362,39
38363,53
38364,150
38365,59
38366,55
38367,64
38368,64
38369,52
38370,61
38371,53
38372,2556
38373,3051
38374,5000
38375,4204
38376,3626
38377,2556
38378,60
38379,44
38380,58
38381,67
38382,42
38383,62
38384,38
38385,5000
38386,63
38387,2556
38388,51
38389,44
38390,97
38391,38
38392,39
38393,59
38394,3758
38395,58
38396,54
38397,45
38398,58
38399,4089
38400,57
38401,48
38402,2556
38403,54
38404,44
38405,103
38406,47
38407,55
38408,78
38409,66
38410,159
38411,72
38412,2556
38413,96
38414,49
38415,77
38416,56
38417,2556
38418,63
38419,49
38420,101
38421,195
38422,2556
38423,48
38424,90
38425,88
38426,83
38427,2556
38428,60
38429,46
38430,72
38431,113
38432,5000
38433,83
38434,54
38435,80
38436,61
38437,64
38438,61
38439,55
38440,123
38441,55
38442,2556
38443,48
38444,51
38445,87
38446,39
38447,2556
38448,64
38449,71
38450,59
38451,91
38452,2556
38453,410
38454,54
38455,92
38456,44
38457,75
38458,57
38459,47
38460,70
38461,56
38462,40
38463,57
38464,62
38465,60
38466,60
38467,2556
38468,62
38469,46
38470,106
38471,80
38472,66
38473,65
38474,116
38475,58
38476,72
38477,5000
38478,52
38479,60
38480,77
38481,51
38482,5000
38483,5000
38484,1796
38485,3397
38486,2723
38487,2556
38488,69
38489,63
38490,58
38491,54
38492,2556
38493,51
38494,45
38495,90
38496,40
38497,557
38498,72
38499,5000
38500,71
38501,58
38502,1416
38503,57
38504,76
38505,2556
38506,63
38507,61
38508,56
38509,75
38510,2556
38511,59
38512,48
38513,83
38514,38
38515,73
38516,68
38517,38
38518,339
38519,77
38520,87
38521,72
38522,47
38523,60
38524,82
38525,48
38526,49
38527,54
38528,59
38529,46
38530,61
38531,3364
38532,1062
38533,5000
38534,5000
38535,62
38536,65
38537,116
38538,58
38539,72
38540,47
38541,57
38542,43
38543,2881
38544,1073
38545,44
38546,68
38547,61
38548,137
38549,72
38550,44
38551,210
38552,44
38553,1924
38554,55
38555,48
38556,52
38557,625
38558,5000
38559,74
38560,49
38561,46
38562,48
38563,48
38564,52
38565,169
38566,5000
38567,5000
38568,4182
38569,2052
38570,46
38571,142
38572,48
38573,86
38574,92
38575,47
38576,51
38577,52
38578,70
38579,49
38580,50
38581,55
38582,79
38583,59
38584,61
38585,2556
38586,63
38587,47
38588,81
38589,113
38590,2556
38591,63
38592,49
38593,76
38594,77
38595,2556
38596,59
38597,46
38598,92
38599,46
38600,43
38601,52
38602,65
38603,60
38604,67
38605,2556
38606,62
38607,54
38608,84
38609,451
38610,58
38611,49
38612,88
38613,54
38614,222
38615,53
38616,75
38617,53
38618,51
38619,53
38620,2556
38621,63
38622,45
38623,139
38624,81
38625,2556
38626,61
38627,46
38628,96
38629,38
38630,52
38631,136
38632,43
38633,3366
38634,189
38635,2556
38636,459
38637,649
38638,5000
38639,48
38640,2556
38641,87
38642,130
38643,75
38644,53
38645,5000
38646,55
38647,54
38648,84
38649,108
38650,2556
38651,60
38652,48
38653,81
38654,76
38655,5000
38656,52
38657,54
38658,77
38659,61
38660,2556
38661,65
38662,51
38663,59
38664,87
38665,46
38666,62
38667,38
38668,5000
38669,63
38670,5000
38671,55
38672,53
38673,84
38674,63
38675,2556
38676,459
38677,649
38678,5000
38679,48
38680,44
38681,57
38682,246
38683,60
38684,52
38685,50
38686,99
38687,96
38688,59
38689,56
38690,499
38691,63
38692,59
38693,90
38694,180
38695,44
38696,55
38697,75
38698,57
38699,71
38700,70
38701,58
38702,49
38703,58
38704,53
38705,5000
38706,4097
38707,5000
38708,2298
38709,1634
38710,2556
38711,63
38712,46
38713,58
38714,55
38715,2556
38716,76
38717,58
38718,67
38719,56
38720,50
38721,59
38722,167
38723,66
38724,127
38725,39
38726,52
38727,55
38728,71
38729,82
38730,2556
38731,5000
38732,5000
38733,5000
38734,2112
38735,53
38736,52
38737,146
38738,67
38739,62
38740,2556
38741,51
38742,50
38743,1058
38744,41
38745,40
38746,58
38747,164
38748,132
38749,193
38750,2556
38751,64
38752,51
38753,99
38754,39
38755,2556
38756,65
38757,116
38758,81
38759,56
38760,47
38761,55
38762,75
38763,86
38764,71
38765,2556
38766,51
38767,46
38768,95
38769,49
38770,5000
38771,54
38772,51
38773,80
38774,57
38775,2556
38776,65
38777,51
38778,59
38779,87
38780,46
38781,56
38782,130
38783,67
38784,55
38785,39
38786,52
38787,76
38788,68
38789,56
38790,44
38791,49
38792,46
38793,51
38794,59
38795,63
38796,94
38797,5000
38798,79
38799,58
38800,49
38801,85
38802,40
38803,5000
38804,54
38805,2556
38806,48
38807,54
38808,91
38809,39
38810,5000
38811,52
38812,63
38813,83
38814,61
38815,59
38816,52
38817,146
38818,60
38819,62
38820,110
38821,157
38822,41
38823,197
38824,58
38825,43
38826,91
38827,50
38828,70
38829,54
38830,2556
38831,113
38832,60
38833,67
38834,66
38835,49
38836,53
38837,76
38838,97
38839,93
38840,46
38841,63
38842,38
38843,5000
38844,63
38845,2556
38846,63
38847,49
38848,64
38849,121
38850,59
38851,51
38852,66
38853,60
38854,59
38855,39
38856,56
38857,318
38858,66
38859,56
38860,51
38861,59
38862,72
38863,68
38864,101
38865,50
38866,71
38867,57
38868,88
38869,65
38870,1136
38871,5000
38872,84
38873,5000
38874,61
38875,2556
38876,72
38877,59
38878,144
38879,68
38880,2556
38881,119
38882,103
38883,206
38884,56
38885,48
38886,48
38887,49
38888,52
38889,64
38890,147
38891,52
38892,51
38893,260
38894,70
38895,39
38896,46
38897,66
38898,53
38899,42
38900,5000
38901,66
38902,5000
38903,105
38904,66
38905,39
38906,65
38907,47
38908,5000
38909,45
38910,2556
38911,65
38912,48
38913,61
38914,103
38915,50
38916,733
38917,97
38918,227
38919,204
38920,39
38921,50
38922,76
38923,64
38924,56
38925,2556
38926,85
38927,147
38928,127
38929,74
38930,67
38931,55
38932,66
38933,62
38934,63
38935,43
38936,62
38937,63
38938,480
38939,65
38940,2556
38941,90
38942,85
38943,173
38944,53
38945,5000
38946,57
38947,63
38948,134
38949,52
38950,47
38951,56
38952,52
38953,403
38954,39
38955,43
38956,60
38957,91
38958,5000
38959,56
38960,2556
38961,49
38962,45
38963,101
38964,40
38965,2556
38966,49
38967,46
38968,101
38969,43
38970,2556
38971,49
38972,75
38973,89
38974,43
38975,55
38976,78
38977,66
38978,159
38979,86
38980,56
38981,210
38982,44
38983,1924
38984,269
38985,2556
38986,67
38987,48
38988,60
38989,61
38990,56
38991,66
38992,55
38993,79
38994,49
38995,2556
38996,50
38997,60
38998,86
38999,40
39000,5000
39001,63
39002,50
39003,87
39004,59
39005,47
39006,52
39007,66
39008,53
39009,42
39010,2556
39011,2677
39012,5000
39013,5000
39014,38
39015,260
39016,325
39017,577
39018,105
39019,34
39020,63
39021,89
39022,70
39023,149
39024,2556
39025,94
39026,45
39027,72
39028,59
39029,41
39030,77
39031,71
39032,94
39033,67
39034,49
39035,2600
39036,1822
39037,231
39038,226
39039,5000
39040,54
39041,52
39042,88
39043,58
39044,5000
39045,2944
39046,5000
39047,2452
39048,2792
39049,41
39050,54
39051,311
39052,66
39053,54
39054,5000
39055,52
39056,54
39057,77
39058,108
39059,169
39060,3351
39061,5000
39062,491
39063,2052
39064,39
39065,49
39066,48
39067,68
39068,61
39069,563
39070,93
39071,79
39072,66
39073,60
39074,2556
39075,2677
39076,5000
39077,5000
39078,46
39079,68
39080,67
39081,101
39082,62
39083,2556
39084,51
39085,49
39086,97
39087,40
39088,35
39089,4633
39090,2735
39091,5000
39092,5000
39093,141
39094,63
39095,42
39096,67
39097,59
39098,1745
39099,337
39100,68
39101,56
39102,54
39103,2556
39104,67
39105,53
39106,61
39107,96
39108,5000
39109,71
39110,64
39111,66
39112,69
39113,2556
39114,59
39115,44
39116,60
39117,82
39118,42
39119,63
39120,63
39121,91
39122,64
39123,40
39124,58
39125,261
39126,161
39127,95
39128,5000
39129,2944
39130,1796
39131,2452
39132,2723
39133,115
39134,2217
39135,519
39136,224
39137,1446
39138,5000
39139,2944
39140,5000
39141,2452
39142,2792
39143,44
39144,55
39145,72
39146,79
39147,97
39148,44
39149,48
39150,150
39151,67
39152,54
39153,46
39154,61
39155,176
39156,60
39157,55
39158,2556
39159,74
39160,50
39161,65
39162,91
39163,2556
39164,96
39165,67
39166,72
39167,55
39168,3443
39169,5000
39170,1885
39171,5000
39172,5000
39173,2556
39174,65
39175,299
39176,66
39177,55
39178,426
39179,55
39180,52
39181,71
39182,75
39183,2556
39184,63
39185,49
39186,76
39187,77
39188,53
39189,52
39190,146
39191,67
39192,54
39193,44
39194,63
39195,58
39196,65
39197,203
39198,49
39199,58
39200,107
39201,54
39202,46
39203,45
39204,52
39205,318
39206,57
39207,62
39208,54
39209,49
39210,50
39211,5000
39212,41
39213,1721
39214,207
39215,49
39216,45
39217,69
39218,115
39219,55
39220,52
39221,68
39222,61
39223,990
39224,65
39225,64
39226,46
39227,75
39228,1779
39229,262
39230,74
39231,72
39232,45
39233,2556
39234,63
39235,46
39236,67
39237,54
39238,40
39239,47
39240,54
39241,67
39242,41
39243,5000
39244,57
39245,63
39246,83
39247,52
39248,45
39249,50
39250,95
39251,47
39252,45
39253,3922
39254,57
39255,63
39256,41
39257,57
39258,79
39259,59
39260,1485
39261,66
39262,64
39263,2556
39264,51
39265,48
39266,1058
39267,47
39268,47
39269,50
39270,117
39271,60
39272,58
39273,43
39274,59
39275,164
39276,132
39277,154
39278,5000
39279,54
39280,37
39281,60
39282,62
39283,67
39284,55
39285,56
39286,62
39287,58
39288,2556
39289,74
39290,48
39291,59
39292,81
39293,5000
39294,41
39295,64
39296,58
39297,76
39298,5000
39299,54
39300,56
39301,52
39302,56
39303,46
39304,64
39305,60
39306,480
39307,65
39308,5000
39309,83
39310,54
39311,67
39312,116
39313,3356
39314,54
39315,59
39316,58
39317,58
39318,44
39319,60
39320,60
39321,229
39322,65
39323,39
39324,49
39325,58
39326,75
39327,55
39328,2556
39329,63
39330,5000
39331,83
39332,52
39333,48
39334,59
39335,61
39336,303
39337,65
39338,2556
39339,69
39340,76
39341,216
39342,209
39343,42
39344,2210
39345,370
39346,236
39347,277
39348,2556
39349,253
39350,5000
39351,5000
39352,69
39353,63
39354,63
39355,57
39356,76
39357,54
39358,49
39359,47
39360,5000
39361,45
39362,2556
39363,3645
39364,5000
39365,5000
39366,5000
39367,155
39368,403
39369,52
39370,58
39371,52
39372,249
39373,71
39374,58
39375,57
39376,56
39377,2556
39378,63
39379,5000
39380,83
39381,53
39382,2556
39383,51
39384,49
39385,95
39386,49
39387,47
39388,58
39389,54
39390,85
39391,56
39392,55
39393,45
39394,52
39395,3349
39396,49
39397,48
39398,71
39399,54
39400,5000
39401,57
39402,2556
39403,65
39404,90
39405,76
39406,60
39407,2556
39408,68
39409,50
39410,59
39411,68
39412,2556
39413,45
39414,57
39415,86
39416,41
39417,5000
39418,53
39419,69
39420,79
39421,53
39422,41
39423,46
39424,51
39425,53
39426,60
39427,40
39428,513
39429,59
39430,57
39431,147
39432,40
39433,53
39434,62
39435,58
39436,60
39437,5000
39438,52
39439,63
39440,77
39441,61
39442,59
39443,55
39444,45
39445,75
39446,60
39447,2556
39448,51
39449,51
39450,90
39451,39
39452,40
39453,46
39454,48
39455,48
39456,57
39457,5000
39458,54
39459,60
39460,86
39461,58
39462,59
39463,51
39464,66
39465,70
39466,59
39467,40
39468,48
39469,46
39470,54
39471,54
39472,42
39473,59
39474,59
39475,120
39476,3565
39477,31
39478,845
39479,63
39480,3358
39481,3369
39482,2556
39483,3727
39484,265
39485,5000
39486,84
39487,39
39488,53
39489,171
39490,63
39491,101
39492,42
39493,63
39494,65
39495,91
39496,64
39497,48
39498,52
39499,625
39500,5000
39501,74
39502,3844
39503,51
39504,47
39505,62
39506,60
39507,42
39508,56
39509,318
39510,52
39511,56
39512,2556
39513,60
39514,48
39515,58
39516,67
39517,46
39518,57
39519,176
39520,60
39521,55
39522,44
39523,59
39524,52
39525,5000
39526,71
39527,5000
39528,4097
39529,4759
39530,2298
39531,1634
39532,5000
39533,289
39534,74
39535,52
39536,58
39537,2556
39538,146
39539,58
39540,81
39541,56
39542,85
39543,48
39544,45
39545,50
39546,61
39547,52
39548,47
39549,54
39550,49
39551,56
39552,41
39553,52
39554,55
39555,71
39556,82
39557,2556
39558,64
39559,52
39560,55
39561,126
39562,2556
39563,70
39564,72
39565,109
39566,128
39567,48
39568,64
39569,49
39570,385
39571,1705
39572,50
39573,76
39574,52
39575,5000
39576,70
39577,45
39578,86
39579,68
39580,73
39581,54
39582,2556
39583,74
39584,98
39585,5000
39586,52
39587,1888
39588,1759
39589,426
39590,5000
39591,5000
39592,39
39593,65
39594,47
39595,5000
39596,45
39597,2556
39598,57
39599,107
39600,133
39601,48
39602,53
39603,60
39604,66
39605,67
39606,86
39607,47
39608,50
39609,117
39610,60
39611,59
39612,2556
39613,5000
39614,5000
39615,5000
39616,5000
39617,294
39618,46
39619,49
39620,52
39621,131
39622,2556
39623,74
39624,48
39625,59
39626,81
39627,2556
39628,57
39629,51
39630,133
39631,38
39632,169
39633,3351
39634,5000
39635,4182
39636,2052
39637,38
39638,260
39639,325
39640,577
39641,204
39642,2556
39643,163
39644,90
39645,85
39646,60
39647,2556
39648,89
39649,61
39650,71
39651,57
39652,2610
39653,100
39654,61
39655,64
39656,57
39657,52
39658,52
39659,121
39660,59
39661,63
39662,2556
39663,50
39664,102
39665,5000
39666,37
39667,48
39668,64
39669,43
39670,77
39671,96
39672,48
39673,47
39674,49
39675,50
39676,62
39677,74
39678,63
39679,70
39680,51
39681,57
39682,5000
39683,60
39684,48
39685,93
39686,83
39687,41
39688,47
39689,50
39690,49
39691,65
39692,51
39693,53
39694,99
39695,63
39696,40
39697,47
39698,47
39699,50
39700,58
39701,63
39702,2556
39703,63
39704,52
39705,96
39706,97
39707,39
39708,46
39709,56
39710,46
39711,44
39712,5000
39713,73
39714,80
39715,66
39716,63
39717,5000
39718,60
39719,48
39720,93
39721,83
39722,39
39723,53
39724,76
39725,73
39726,189
39727,46
39728,3364
39729,4425
39730,5000
39731,5000
39732,46
39733,83
39734,261
39735,161
39736,94
39737,97
39738,64
39739,47
39740,76
39741,99
39742,40
39743,48
39744,49
39745,50
39746,79
39747,2556
39748,68
39749,45
39750,201
39751,103
39752,72
39753,68
39754,48
39755,68
39756,79
39757,49
39758,88
39759,59
39760,61
39761,55
39762,2556
39763,65
39764,50
39765,148
39766,86
39767,67
39768,71
39769,63
39770,83
39771,49
39772,47
39773,51
39774,50
39775,84
39776,42
39777,73
39778,75
39779,45
39780,52
39781,56
39782,39
39783,63
39784,140
39785,64
39786,60
39787,40
39788,49
39789,62
39790,83
39791,236
39792,52
39793,55
39794,66
39795,82
39796,63
39797,38
39798,58
39799,882
39800,74
39801,72
39802,2556
39803,47
39804,66
39805,86
39806,46
39807,46
39808,67
39809,52
39810,5000
39811,1219
39812,2556
39813,165
39814,5000
39815,102
39816,49
39817,49
39818,58
39819,882
39820,68
39821,56
39822,51
39823,59
39824,72
39825,65
39826,101
39827,45
39828,50
39829,99
39830,63
39831,45
39832,45
39833,48
39834,43
39835,5000
39836,124
39837,43
39838,60
39839,78
39840,88
39841,63
39842,44
39843,59
39844,52
39845,5000
39846,71
39847,48
39848,51
39849,52
39850,78
39851,45
39852,47
39853,67
39854,121
39855,122
39856,65
39857,2556
39858,42
39859,115
39860,484
39861,39
39862,2556
39863,74
39864,84
39865,73
39866,3356
39867,5000
39868,52
39869,54
39870,74
39871,116
39872,70
39873,64
39874,56
39875,58
39876,54
39877,50
39878,59
39879,63
39880,93
39881,567
39882,2556
39883,69
39884,52
39885,111
39886,49
39887,5000
39888,2944
39889,5000
39890,2452
39891,2792
39892,2556
39893,64
39894,51
39895,99
39896,39
39897,2556
39898,64
39899,119
39900,58
39901,82
39902,42
39903,61
39904,64
39905,99
39906,62
39907,2556
39908,1522
39909,846
39910,5000
39911,45
39912,1422
39913,2091
39914,5000
39915,158
39916,2556
39917,47
39918,50
39919,99
39920,38
39921,43
39922,50
39923,49
39924,46
39925,63
39926,5000
39927,2729
39928,3689
39929,59
39930,1658
39931,59
39932,68
39933,62
39934,53
39935,44
39936,2556
39937,49
39938,75
39939,104
39940,43
39941,42
39942,59
39943,59
39944,120
39945,73
39946,2556
39947,63
39948,47
39949,60
39950,143
39951,47
39952,55
39953,75
39954,86
39955,55
39956,43
39957,52
39958,65
39959,60
39960,67
39961,2556
39962,146
39963,58
39964,85
39965,60
39966,31
39967,48
39968,120
39969,89
39970,204
39971,49
39972,71
39973,47
39974,48
39975,52
39976,2556
39977,70
39978,51
39979,58
39980,90
39981,2556
39982,81
39983,77
39984,576
39985,57
39986,2556
39987,70
39988,46
39989,58
39990,90
39991,58
39992,52
39993,65
39994,60
39995,222
39996,51
39997,65
39998,55
39999,5000
40000,124
40001,2556
40002,51
40003,73
40004,98
40005,43
40006,2556
40007,113
40008,60
40009,67
40010,66
40011,2556
40012,58
40013,617
40014,411
40015,331
40016,328
40017,76
40018,67
40019,63
40020,60
40021,5000
40022,54
40023,47
40024,80
40025,55
40026,42
40027,48
40028,120
40029,89
40030,3565
40031,51
40032,48
40033,55
40034,5000
40035,124
40036,46
40037,62
40038,65
40039,96
40040,62
40041,2556
40042,116
40043,47
40044,97
40045,39
40046,61
40047,50
40048,153
40049,103
40050,64
40051,58
40052,65
40053,51
40054,68
40055,45
40056,1716
40057,5000
40058,49
40059,48
40060,46
40061,57
40062,78
40063,2556
40064,70
40065,62
40066,89
40067,76
40068,46
40069,50
40070,709
40071,60
40072,59
40073,5000
40074,70
40075,5000
40076,76
40077,66
40078,2556
40079,80
40080,87
40081,64
40082,56
40083,2556
40084,48
40085,48
40086,97
40087,41
40088,43
40089,46
40090,46
40091,49
40092,48
40093,48
40094,64
40095,43
40096,77
40097,96
40098,2556
40099,129
40100,62
40101,69
40102,420
40103,2556
40104,163
40105,58
40106,66
40107,55
40108,44
40109,49
40110,48
40111,48
40112,52
40113,2556
40114,90
40115,62
40116,69
40117,56
40118,2556
40119,66
40120,47
40121,65
40122,60
40123,2556
40124,115
40125,64
40126,77
40127,55
40128,43
40129,50
40130,50
40131,84
40132,42
40133,2556
40134,48
40135,47
40136,89
40137,57
40138,541
40139,269
40140,52
40141,61
40142,64
40143,52
40144,47
40145,54
40146,49
40147,56
40148,31
40149,48
40150,120
40151,89
40152,3565
40153,2556
40154,330
40155,92
40156,106
40157,44
40158,45
40159,53
40160,43
40161,5000
40162,64
40163,2556
40164,138
40165,51
40166,75
40167,53
40168,977
40169,89
40170,59
40171,73
40172,54
40173,2281
40174,54
40175,59
40176,63
40177,46
40178,2556
40179,69
40180,58
40181,86
40182,64
40183,2556
40184,66
40185,5000
40186,94
40187,80
40188,39
40189,55
40190,72
40191,92
40192,97
40193,51
40194,53
40195,43
40196,5000
40197,64
40198,2556
40199,64
40200,47
40201,55
40202,126
40203,85
40204,60
40205,69
40206,885
40207,69
40208,541
40209,269
40210,51
40211,60
40212,64
40213,2556
40214,70
40215,50
40216,289
40217,60
40218,2556
40219,79
40220,63
40221,77
40222,60
40223,2556
40224,103
40225,58
40226,70
40227,57
40228,2556
40229,90
40230,58
40231,69
40232,56
40233,65
40234,62
40235,50
40236,55
40237,43
40238,279
40239,269
40240,51
40241,60
40242,69
40243,2556
40244,95
40245,83
40246,75
40247,56
40248,2556
40249,62
40250,50
40251,72
40252,56
40253,2556
40254,5000
40255,5000
40256,5000
40257,2112
40258,45
40259,83
40260,44
40261,5000
40262,1710
40263,2556
40264,85
40265,43
40266,88
40267,62
40268,2556
40269,156
40270,72
40271,73
40272,63
40273,2556
40274,3645
40275,5000
40276,5000
40277,5000
40278,57
40279,48
40280,55
40281,50
40282,46
40283,2556
40284,65
40285,64
40286,92
40287,2502
40288,631
40289,75
40290,51
40291,71
40292,54
40293,2556
40294,1888
40295,5000
40296,5000
40297,5000
40298,42
40299,49
40300,79
40301,67
40302,54
40303,46
40304,50
40305,49
40306,50
40307,60
40308,44
40309,66
40310,95
40311,47
40312,45
40313,2556
40314,65
40315,64
40316,87
40317,56
40318,50
40319,50
40320,74
40321,1707
40322,60
40323,44
40324,86
40325,69
40326,904
40327,250
40328,2556
40329,96
40330,81
40331,69
40332,53
40333,2556
40334,50
40335,46
40336,756
40337,38
40338,114
40339,72
40340,57
40341,105
40342,67
40343,55
40344,56
40345,113
40346,64
40347,80
40348,38
40349,451
40350,58
40351,1262
40352,197
40353,49
40354,58
40355,54
40356,67
40357,41
40358,50
40359,59
40360,78
40361,72
40362,79
40363,5000
40364,52
40365,63
40366,83
40367,52
40368,2556
40369,61
40370,80
40371,675
40372,57
40373,5000
40374,53
40375,51
40376,87
40377,57
40378,45
40379,60
40380,80
40381,100
40382,63
40383,182
40384,58
40385,57
40386,88
40387,71
40388,2556
40389,67
40390,53
40391,61
40392,91
40393,43
40394,50
40395,59
40396,112
40397,41
40398,40
40399,52
40400,52
40401,53
40402,56
40403,45
40404,391
40405,63
40406,275
40407,73
40408,48
40409,117
40410,52
40411,78
40412,45
40413,2556
40414,74
40415,84
40416,73
40417,53
40418,2556
40419,37
40420,67
40421,315
40422,2502
40423,5000
40424,54
40425,53
40426,88
40427,53
40428,48
40429,76
40430,55
40431,51
40432,46
40433,47
40434,63
40435,140
40436,53
40437,60
40438,5000
40439,62
40440,56
40441,67
40442,59
40443,169
40444,61
40445,51
40446,64
40447,62
40448,2556
40449,62
40450,53
40451,55
40452,94
40453,46
40454,61
40455,96
40456,64
40457,56
40458,5000
40459,352
40460,70
40461,45
40462,92
40463,328
40464,108
40465,53
40466,66
40467,48
40468,60
40469,52
40470,55
40471,66
40472,39
40473,49
40474,276
40475,62
40476,66
40477,127
40478,39
40479,50
40480,55
40481,54
40482,73
40483,2298
40484,588
40485,42
40486,63
40487,94
40488,49
40489,46
40490,48
40491,48
40492,52
40493,2556
40494,3271
40495,5000
40496,5000
40497,5000
40498,39
40499,52
40500,150
40501,68
40502,55
40503,2556
40504,884
40505,1740
40506,1739
40507,2867
40508,2556
40509,69
40510,47
40511,61
40512,134
40513,51
40514,60
40515,54
40516,287
40517,65
40518,2556
40519,69
40520,76
40521,452
40522,209
40523,41
40524,46
40525,66
40526,51
40527,105
40528,48
40529,59
40530,58
40531,303
40532,81
40533,2556
40534,117
40535,103
40536,452
40537,56
40538,40
40539,48
40540,51
40541,52
40542,79
40543,49
40544,93
40545,52
40546,68
40547,55
40548,2556
40549,65
40550,62
40551,83
40552,86
40553,55
40554,51
40555,65
40556,90
40557,42
40558,45
40559,62
40560,65
40561,96
40562,62
40563,59
40564,56
